Wall time,Step,Value
1669321569.31891,11999,81.25
1669321570.2923405,12099,78.125
1669321571.883081,12199,82.8125
1669321572.8565826,12299,84.375
1669321574.4472647,12399,81.25
1669321576.0746567,12499,87.5
1669321577.048669,12599,84.375
1669321578.637598,12699,87.5
1669321579.6116397,12799,87.5
1669321581.2006702,12899,92.1875
1669321582.174776,12999,89.0625
1669321583.7665339,13099,84.375
1669321584.7396996,13199,72.0
1669321586.3520198,13299,81.25
1669321587.9640908,13399,92.1875
1669321588.9373343,13499,95.3125
1669321590.5306163,13599,87.5
1669321591.5041585,13699,89.0625
1669321593.0941145,13799,82.8125
1669321594.0678344,13899,81.25
1669321595.6567764,13999,93.75
1669321597.2451534,14099,93.75
1669321598.2185698,14199,85.9375
1669321599.8074632,14299,89.0625
1669321600.7811954,14399,79.6875
1669321602.3992028,14499,95.3125
1669321603.372992,14599,93.75
1669321604.9642053,14699,89.0625
1669321606.5632775,14799,85.9375
1669321607.5385208,14899,79.6875
1669321609.151171,14999,82.8125
1669321610.1351874,15099,87.5
1669321611.7661135,15199,90.625
1669321612.7615626,15299,89.0625
1669321614.3792398,15399,87.5
1669321616.0257714,15499,87.5
1669321617.0464811,15599,89.0625
1669321618.6965892,15699,85.9375
1669321619.7029436,15799,87.5
1669321621.352635,15899,89.0625
1669321622.368111,15999,85.9375
1669321624.0477676,16099,82.8125
1669321625.725059,16199,84.375
1669321626.7511759,16299,89.0625
1669321628.4482727,16399,90.625
1669321629.4733448,16499,89.0625
1669321631.1233025,16599,85.9375
1669321632.1333058,16699,85.9375
1669321633.779054,16799,92.1875
1669321635.40785,16899,93.75
1669321636.41338,16999,92.1875
1669321638.0600917,17099,87.5
1669321639.0470781,17199,93.75
1669321640.6958113,17299,93.75
1669321641.71151,17399,84.375
1669321643.339174,17499,89.0625
1669321644.3288484,17599,92.0
1669321645.9427342,17699,92.1875
1669321647.5484178,17799,89.0625
1669321648.5247877,17899,81.25
1669321650.1363568,17999,90.625
1669321651.1185713,18099,87.5
1669321652.7219005,18199,90.625
1669321653.7071164,18299,90.625
1669321655.3603897,18399,87.5
1669321656.9826534,18499,89.0625
1669321657.9649668,18599,90.625
1669321659.5720484,18699,92.1875
1669321660.548194,18799,87.5
1669321662.1514885,18899,85.9375
1669321663.1350453,18999,93.75
1669321664.7438252,19099,87.5
1669321666.3453493,19199,85.9375
1669321667.32053,19299,85.9375
1669321668.9351435,19399,90.625
1669321669.9227657,19499,85.9375
1669321671.5338082,19599,85.9375
1669321672.5116467,19699,93.75
1669321674.1244395,19799,82.8125
1669321675.7338753,19899,92.1875
1669321676.7108502,19999,92.1875
1669321678.3145833,20099,90.625
1669321679.2915938,20199,85.9375
1669321680.9298806,20299,79.6875
1669321681.9085286,20399,90.625
1669321683.532578,20499,85.9375
1669321685.1626427,20599,96.875
1669321686.1624236,20699,85.9375
1669321687.78572,20799,92.1875
1669321688.761384,20899,87.5
1669321690.3653502,20999,93.75
1669321691.3410056,21099,85.9375
1669321692.945971,21199,95.3125
1669321694.551538,21299,85.9375
1669321695.5416696,21399,92.1875
1669321697.1556852,21499,81.25
1669321698.1343713,21599,93.75
1669321699.7433784,21699,90.625
1669321700.7214866,21799,96.875
1669321702.3214884,21899,90.625
1669321703.2985833,21999,84.0
1669321704.9045522,22099,89.0625
1669321706.557984,22199,93.75
1669321707.5404825,22299,90.625
1669321709.1496644,22399,93.75
1669321710.1296773,22499,92.1875
1669321711.7549663,22599,96.875
1669321712.7438169,22699,81.25
1669321714.348567,22799,95.3125
1669321715.9567873,22899,93.75
1669321716.942397,22999,90.625
1669321718.5513237,23099,93.75
1669321719.5306466,23199,95.3125
1669321721.137025,23299,85.9375
1669321722.1141927,23399,95.3125
1669321723.728248,23499,96.875
1669321725.34221,23599,95.3125
1669321726.3204553,23699,92.1875
1669321727.9438913,23799,96.875
1669321728.9247954,23899,90.625
1669321730.5602484,23999,87.5
1669321731.538638,24099,87.5
1669321733.249813,24199,90.625
1669321734.903343,24299,90.625
1669321735.8879282,24399,87.5
1669321737.493368,24499,95.3125
1669321738.4676938,24599,93.75
1669321740.0821478,24699,96.875
1669321741.0624535,24799,85.9375
1669321742.6670897,24899,95.3125
1669321744.2684407,24999,96.875
1669321745.2473006,25099,93.75
1669321746.852632,25199,96.875
1669321747.828602,25299,95.3125
1669321749.4444098,25399,89.0625
1669321750.4284716,25499,95.3125
1669321752.0368757,25599,96.875
1669321753.6418853,25699,96.875
1669321754.6273208,25799,92.1875
1669321756.232947,25899,96.875
1669321757.209319,25999,87.5
1669321758.8646138,26099,96.875
1669321759.846727,26199,90.625
1669321761.4510808,26299,100.0
1669321762.4295857,26399,96.0
1669321764.0337777,26499,95.3125
1669321765.6450512,26599,90.625
1669321766.6246324,26699,90.625
1669321768.2500272,26799,93.75
1669321769.2363722,26899,93.75
1669321770.8453026,26999,93.75
1669321771.8250222,27099,95.3125
1669321773.4389937,27199,93.75
1669321775.0650587,27299,90.625
1669321776.0432734,27399,89.0625
1669321777.6769621,27499,90.625
1669321778.661465,27599,90.625
1669321780.271372,27699,93.75
1669321781.2486503,27799,92.1875
1669321782.8607652,27899,89.0625
1669321784.4996617,27999,95.3125
1669321785.4765544,28099,92.1875
1669321787.1047285,28199,90.625
1669321788.1030793,28299,93.75
1669321789.7233822,28399,92.1875
1669321790.709655,28499,92.1875
1669321792.3168154,28599,98.4375
1669321793.9343395,28699,93.75
1669321794.9178107,28799,93.75
1669321796.5474243,28899,92.1875
1669321797.5322173,28999,92.1875
1669321799.1408234,29099,92.1875
1669321800.117993,29199,95.3125
1669321801.7307227,29299,93.75
1669321803.3417137,29399,90.625
1669321804.3317723,29499,95.3125
1669321805.950036,29599,95.3125
1669321806.9282048,29699,93.75
1669321808.541149,29799,93.75
1669321809.5242882,29899,96.875
1669321811.1657605,29999,98.4375
1669321812.7889595,30099,96.875
1669321813.78731,30199,93.75
1669321815.4121127,30299,90.625
1669321816.3901548,30399,85.9375
1669321818.0918007,30499,96.875
1669321819.104462,30599,93.75
1669321820.724052,30699,92.1875
1669321821.6996794,30799,94.0
1669321823.3254342,30899,98.4375
1669321824.9502985,30999,96.875
1669321825.9247718,31099,93.75
1669321827.5448973,31199,93.75
1669321828.537226,31299,92.1875
1669321830.1471848,31399,96.875
1669321831.125398,31499,95.3125
1669321832.7482872,31599,93.75
1669321834.3672602,31699,100.0
1669321835.3433497,31799,92.1875
1669321836.9910023,31899,85.9375
1669321837.9682846,31999,90.625
1669321839.5767348,32099,95.3125
1669321840.5576828,32199,95.3125
1669321842.175474,32299,87.5
1669321843.7862148,32399,96.875
1669321844.7631264,32499,95.3125
1669321846.3774981,32599,90.625
1669321847.3659308,32699,93.75
1669321848.9834304,32799,96.875
1669321849.9731824,32899,89.0625
1669321851.583733,32999,92.1875
1669321853.189569,33099,92.1875
1669321854.1658185,33199,93.75
1669321855.7796967,33299,98.4375
1669321856.7620883,33399,93.75
1669321858.3735926,33499,93.75
1669321859.3562765,33599,93.75
1669321860.962888,33699,89.0625
1669321862.6141274,33799,92.1875
1669321863.6031477,33899,95.3125
1669321865.2182944,33999,96.875
1669321866.1982725,34099,93.75
1669321867.8042567,34199,87.5
1669321868.786554,34299,96.875
1669321870.4038606,34399,95.3125
1669321872.0252612,34499,95.3125
1669321873.004958,34599,89.0625
1669321874.6430116,34699,95.3125
1669321875.6224248,34799,93.75
1669321877.2565186,34899,95.3125
1669321878.2494805,34999,100.0
1669321879.8621502,35099,98.4375
1669321880.8458638,35199,92.0
