Wall time,Step,Value
1668891773.1144428,12290,90.625
1668891773.1498532,12293,96.875
1668891773.3394282,12309,92.1875
1668891775.784708,12405,96.875
1668891776.4116907,12458,95.3125
1668891778.8385282,12553,92.1875
1668891782.608619,12671,88.0
1668891784.266534,12699,93.75
1668891784.967275,12758,93.75
1668891785.1582537,12774,98.4375
1668891785.571706,12805,92.1875
1668891787.741477,12877,93.75
1668891787.9681666,12896,90.625
1668891788.4818134,12939,92.1875
1668891788.7203538,12959,92.1875
1668891789.417858,13017,93.75
1668891790.8899689,13034,95.3125
1668891791.2110798,13061,73.4375
1668891791.460842,13082,85.9375
1668891791.6035926,13094,90.625
1668891791.7823553,13109,92.1875
1668891791.829766,13113,90.625
1668891792.034246,13130,96.875
1668891792.4670932,13166,96.875
1668891794.252754,13206,95.3125
1668891794.6448936,13239,92.1875
1668891795.960064,13349,95.3125
1668891797.89843,13402,85.9375
1668891797.9458654,13406,92.1875
1668891798.185372,13426,93.75
1668891798.7725465,13475,93.75
1668891799.1198146,13504,95.3125
1668891799.6223385,13546,87.5
1668891801.5029519,13597,89.0625
1668891801.7780359,13620,92.1875
1668891802.483485,13679,92.1875
1668891802.5192554,13682,93.75
1668891804.6073318,13747,93.75
1668891804.953976,13776,92.1875
1668891805.3592958,13810,96.875
1668891805.7773826,13845,90.625
1668891806.051604,13868,95.3125
1668891806.242488,13884,93.75
1668891808.1850665,13937,96.875
1668891808.423915,13957,95.3125
1668891808.5790298,13970,96.875
1668891808.6505415,13976,93.75
1668891808.9130714,13998,96.875
1668891811.238233,14080,98.4375
1668891812.9217513,14221,89.0625
1668891815.0075576,14287,95.3125
1668891815.090135,14294,96.875
1668891815.1963131,14303,93.75
1668891815.3972993,14320,95.3125
1668891815.5388315,14332,95.3125
1668891815.609618,14338,87.5
1668891816.3057878,14397,89.0625
1668891818.240321,14447,96.875
1668891818.7954493,14494,93.75
1668891819.2207074,14530,95.3125
1668891819.5043542,14554,93.75
1668891819.5398052,14557,92.1875
1668891821.7312205,14632,98.4375
1668891821.802034,14638,96.875
1668891822.1564386,14668,93.75
1668891822.2627537,14677,92.1875
1668891822.3099,14681,93.75
1668891822.3806834,14687,98.4375
1668891823.4665098,14779,96.875
1668891823.4782968,14780,95.3125
1668891824.8427503,14788,98.4375
1668891824.8902807,14792,96.875
1668891825.09153,14809,95.3125
1668891825.8481033,14873,95.3125
1668891826.072874,14892,95.3125
1668891826.474963,14926,95.3125
1668891828.9683785,15027,92.1875
1668891829.712378,15090,92.1875
1668891831.5547051,15136,96.875
1668891832.0765228,15180,98.4375
1668891832.3008482,15199,98.4375
1668891833.091641,15266,93.75
1668891835.0985436,15324,92.1875
1668891835.37051,15347,90.625
1668891836.3270278,15428,93.75
1668891836.8577847,15473,93.75
1668891836.8813796,15475,85.9375
1668891838.5549264,15507,93.75
1668891838.921372,15538,90.625
1668891839.6181588,15597,96.875
1668891842.6362822,15740,98.4375
1668891842.9192517,15764,93.75
1668891843.0452368,15773,98.4375
1668891843.1536028,15779,93.75
1668891843.7489731,15825,98.4375
1668891843.7843597,15828,95.3125
1668891845.33342,15847,93.75
1668891845.558514,15866,96.875
1668891846.8971708,15979,92.1875
1668891847.0628884,15993,95.3125
1668891849.5474637,16095,93.75
1668891849.7978196,16116,95.3125
1668891850.708968,16188,93.75
1668891852.7645113,16249,95.3125
1668891853.6232512,16321,92.1875
1668891853.8858995,16343,95.3125
1668891854.0903406,16360,95.3125
1668891855.9470837,16406,95.3125
1668891856.352487,16440,98.4375
1668891857.1290078,16505,93.75
1668891859.0443237,16559,90.625
1668891859.3545244,16585,100.0
1668891859.4140186,16590,95.3125
1668891860.2592704,16661,90.625
1668891860.6919699,16697,87.5
1668891862.58146,16746,96.875
1668891863.3201947,16808,96.875
1668891863.3322668,16809,92.1875
1668891863.739375,16843,98.4375
1668891863.9072697,16857,92.1875
1668891865.7121835,16899,96.875
1668891867.770964,17066,95.3125
1668891869.4634693,17097,95.3125
1668891869.8700385,17131,98.4375
1668891870.6002376,17192,100.0
1668891870.72043,17202,93.75
1668891871.16256,17239,95.3125
1668891871.2578378,17247,92.0
1668891872.825056,17272,100.0
1668891873.0395844,17290,96.875
1668891873.063501,17292,93.75
1668891873.3386903,17315,89.0625
1668891873.3505752,17316,95.3125
1668891873.3624933,17317,89.0625
1668891873.3981774,17320,92.1875
1668891873.6246753,17339,98.4375
1668891874.078807,17374,98.4375
1668891874.464159,17405,93.75
1668891876.0600593,17426,96.875
1668891876.2739892,17444,93.75
1668891876.3924053,17454,98.4375
1668891877.4457486,17543,98.4375
1668891877.6112375,17557,95.3125
1668891877.8476398,17577,92.1875
1668891877.954039,17586,96.875
1668891878.0368168,17593,96.875
1668891878.0486302,17594,98.4375
1668891879.716249,17623,93.75
1668891879.8344502,17633,92.1875
1668891880.0709186,17653,96.875
1668891880.8876505,17722,96.875
1668891881.4825647,17771,98.4375
1668891881.494513,17772,98.4375
1668891883.2067814,17804,92.1875
1668891883.6563032,17842,95.3125
1668891886.239478,17953,96.875
1668891886.5359921,17978,96.875
1668891886.5715454,17981,95.3125
1668891886.6779397,17990,92.1875
1668891887.0092058,18018,92.1875
1668891887.4231627,18053,96.875
1668891887.5650284,18065,90.625
1668891888.0262194,18104,98.4375
1668891889.6285827,18129,96.875
1668891889.8305347,18146,96.875
1668891890.6342287,18214,98.4375
1668891890.8941643,18236,90.625
1668891891.225621,18264,95.3125
1668891893.1686769,18318,92.1875
1668891894.7723353,18451,96.875
1668891894.7841434,18452,90.625
1668891897.2162693,18547,95.3125
1668891897.748524,18592,92.1875
1668891900.5044746,18713,100.0
1668891900.5871809,18720,95.3125
1668891903.3931665,18845,92.1875
1668891903.9605424,18893,90.625
1668891904.432623,18933,96.875
1668891904.7274404,18958,95.3125
1668891904.9518714,18977,96.875
1668891905.0108426,18982,98.4375
1668891905.2822847,19005,96.875
1668891906.8258986,19027,90.625
1668891907.0760071,19048,95.3125
1668891907.885178,19116,96.875
1668891908.5159113,19169,96.875
1668891910.5260413,19227,95.3125
1668891911.0514317,19271,93.75
1668891911.0992882,19275,96.875
1668891911.3985415,19300,85.9375
1668891914.9149914,19485,96.875
1668891915.0934296,19500,96.875
1668891915.12936,19503,98.4375
1668891915.3923757,19525,93.75
1668891915.463773,19531,96.875
1668891917.3415866,19579,98.4375
1668891917.520634,19594,96.875
1668891918.0693417,19640,95.3125
1668891918.2353976,19654,95.3125
1668891918.3663838,19665,96.875
1668891918.4739416,19674,95.3125
1668891920.2957644,19720,93.75
1668891920.4273531,19731,98.4375
1668891920.499126,19737,92.1875
1668891921.2014623,19796,96.875
1668891921.5232344,19823,96.875
1668891921.7967494,19846,98.4375
1668891923.9305682,19916,98.4375
1668891924.1935725,19938,100.0
1668891924.5868125,19971,95.3125
1668891924.7895632,19988,96.875
1668891924.8730276,19995,98.4375
1668891925.3521576,20035,93.75
1668891925.5079806,20048,96.875
1668891925.5679872,20053,95.3125
1668891925.6403623,20059,96.875
1668891925.6764877,20062,98.4375
1668891927.885122,20138,89.0625
1668891927.8969324,20139,98.4375
1668891927.9206116,20141,96.875
1668891928.4214416,20183,96.875
1668891928.4572685,20186,96.875
1668891928.8288805,20217,96.875
1668891930.45915,20244,95.3125
1668891930.4950314,20247,93.75
1668891930.5547822,20252,93.75
1668891931.2214935,20308,93.75
1668891931.4005587,20323,93.75
1668891931.5091186,20332,93.75
1668891931.5329986,20334,89.0625
1668891932.1209846,20383,92.1875
1668891932.2887924,20397,89.0625
1668891934.0699742,20440,93.75
1668891934.6057663,20485,100.0
1668891935.126219,20526,96.875
1668891935.2811384,20539,98.4375
1668891935.2932575,20540,93.75
1668891935.534029,20560,93.75
1668891935.5578537,20562,90.625
1668891935.6281884,20567,87.5
1668891935.7596977,20578,93.75
1668891938.387509,20689,89.0625
1668891938.6358552,20710,90.625
1668891940.7620964,20778,98.4375
1668891940.7739487,20779,95.3125
1668891940.8095188,20782,95.3125
1668891940.8213468,20783,93.75
1668891941.2832825,20822,98.4375
1668891941.3897243,20831,96.875
1668891941.6734064,20855,93.75
1668891942.0638187,20888,98.4375
1668891942.3598063,20913,96.875
1668891944.0781786,20949,96.875
1668891944.5284266,20987,93.75
1668891945.0015783,21027,96.875
1668891945.096456,21035,96.875
1668891945.4749858,21067,98.4375
1668891945.6286943,21080,93.75
1668891947.690557,21144,98.4375
1668891948.4598155,21209,96.875
1668891948.7317085,21232,96.875
1668891951.0288503,21316,96.875
1668891951.064379,21319,98.4375
1668891951.123529,21324,93.75
1668891951.9156423,21391,93.75
1668891952.1282444,21409,92.1875
1668891954.286325,21484,98.4375
1668891954.7480643,21523,95.3125
1668891954.7599201,21524,96.875
1668891957.9379761,21681,92.1875
1668891958.434814,21723,96.875
1668891958.4466379,21724,100.0
1668891959.217026,21789,96.875
1668891959.3060613,21795,93.75
1668891959.5425258,21815,100.0
1668891959.6134698,21821,95.3125
1668891961.186396,21842,100.0
1668891961.2573783,21848,96.875
1668891961.9669292,21908,96.875
1668891962.6645734,21967,93.75
1668891963.0436442,21999,98.0
1668891964.4508274,22006,100.0
1668891968.2630196,22220,95.3125
1668891968.561287,22245,98.4375
1668891968.7164729,22258,93.75
1668891969.037576,22285,98.4375
1668891969.1208162,22292,96.875
1668891969.2520301,22303,96.875
1668891969.311376,22308,95.3125
1668891969.4062653,22316,98.4375
1668891969.5722687,22330,96.875
1668891971.2150156,22358,100.0
1668891972.0405743,22427,95.3125
1668891972.076732,22430,95.3125
1668891972.580167,22472,98.4375
1668891973.0000916,22507,93.75
1668891974.744346,22544,98.4375
1668891975.8296402,22635,96.875
1668891976.0207024,22651,98.4375
1668891978.6097045,22758,96.875
1668891978.6932976,22765,96.875
1668891978.8369806,22777,95.3125
1668891979.4464731,22828,95.3125
1668891979.5777466,22839,100.0
1668891979.589638,22840,95.3125
1668891981.9347482,22930,98.4375
1668891981.970572,22933,95.3125
1668891985.0818448,23080,95.3125
1668891985.1293082,23084,95.3125
1668891985.1412168,23085,96.875
1668891985.343569,23102,95.3125
1668891985.5219777,23117,98.4375
1668891985.6409307,23127,95.3125
1668891985.7718022,23138,96.875
1668891985.831126,23143,98.4375
1668891985.8906088,23148,100.0
1668891985.9383216,23152,96.875
1668891986.0096452,23158,100.0
1668891986.2949593,23182,92.1875
1668891986.4141307,23192,98.4375
1668891986.7233033,23218,95.3125
1668891986.747057,23220,100.0
1668891988.5668008,23263,100.0
1668891988.8405359,23286,90.625
1668891989.4483495,23337,98.4375
1668891989.746082,23361,98.4375
1668891989.9733303,23380,96.875
1668891990.1406152,23394,100.0
1668891991.8076565,23427,93.75
1668891993.1571496,23540,100.0
1668891995.0481298,23589,100.0
1668891995.7760868,23650,96.875
1668891996.0145144,23670,92.1875
1668891996.1459699,23681,98.4375
1668891996.384587,23701,96.875
1668891998.4117563,23761,95.3125
1668891998.56797,23774,93.75
1668891999.0085642,23811,95.3125
1668891999.2467258,23831,95.3125
1668891999.3778465,23842,96.875
1668892000.4001453,23928,92.1875
1668892001.8077571,23938,98.4375
1668892003.4721246,24079,98.4375
1668892005.2341137,24116,98.4375
1668892005.257895,24118,96.875
1668892005.6011446,24147,100.0
1668892006.061901,24186,96.875
1668892006.629369,24234,92.1875
1668892007.1961095,24282,95.3125
1668892007.2196887,24284,98.4375
1668892008.617429,24292,96.875
1668892008.9732287,24322,98.4375
1668892009.2451985,24345,100.0
1668892009.4110177,24359,92.1875
1668892010.0848768,24416,96.875
1668892012.5299869,24512,98.4375
1668892013.1984713,24557,100.0
1668892013.2462392,24561,100.0
1668892013.9709814,24621,98.4375
1668892015.7885108,24667,96.875
1668892016.1440408,24697,90.625
1668892016.4047096,24719,93.75
1668892016.499442,24727,95.3125
1668892019.2612484,24849,95.3125
1668892019.6154537,24879,93.75
1668892019.8751087,24901,95.3125
1668892020.2643232,24934,98.4375
1668892020.6066313,24963,96.875
1668892022.4656594,25008,95.3125
1668892022.926361,25047,98.4375
1668892023.9417605,25133,98.4375
1668892026.1308415,25206,89.0625
1668892026.4269905,25231,98.4375
1668892026.5807652,25244,100.0
1668892026.6872106,25253,93.75
1668892027.6223702,25332,95.3125
1668892029.596539,25391,96.875
1668892030.948363,25505,96.875
1668892032.436694,25520,100.0
1668892033.0536852,25572,96.875
1668892033.3741195,25599,96.875
1668892034.1147585,25661,95.3125
1668892034.4138544,25686,96.875
1668892036.7815764,25775,98.4375
1668892037.22574,25812,98.4375
1668892037.64568,25847,98.4375
1668892039.305867,25880,93.75
1668892039.7937229,25921,96.875
1668892041.1089694,26029,95.3125
1668892041.300176,26045,100.0
1668892042.8534172,26066,100.0
1668892042.9615512,26075,100.0
1668892043.1529486,26091,96.875
1668892043.9074452,26154,82.8125
1668892043.9193213,26155,89.0625
1668892044.0869522,26169,95.3125
1668892046.708055,26279,98.4375
1668892046.8630602,26292,98.4375
1668892046.9946473,26303,100.0
1668892048.0903733,26393,98.4375
1668892049.4799056,26403,93.75
1668892050.280821,26470,96.875
1668892050.7817786,26512,100.0
1668892054.0133686,26670,98.4375
1668892056.4044785,26754,100.0
1668892056.4284432,26756,100.0
1668892056.9062638,26796,96.875
1668892056.9182222,26797,96.875
1668892056.9302602,26798,98.4375
1668892057.1215844,26814,93.75
1668892057.276809,26827,100.0
1668892057.3005881,26829,96.875
1668892059.788276,26928,98.4375
1668892061.5786,27078,95.3125
1668892063.6313498,27142,98.4375
1668892063.702321,27148,96.875
1668892063.7733226,27154,100.0
1668892063.8206594,27158,100.0
1668892063.832483,27159,95.3125
1668892064.7202084,27234,95.3125
1668892065.193813,27274,95.3125
1668892067.1700552,27329,100.0
1668892068.4586005,27438,92.1875
1668892068.5886242,27449,98.4375
1668892069.9831746,27457,96.875
1668892070.5506947,27505,96.875
1668892070.8338258,27529,98.4375
1668892071.3058038,27569,98.4375
1668892071.3415155,27572,98.4375
1668892071.7077792,27603,100.0
1668892071.8607209,27613,100.0
1668892071.9433582,27620,95.3125
1668892073.4623852,27638,96.875
1668892074.1375837,27695,96.875
1668892074.3742676,27715,100.0
1668892074.40975,27718,95.3125
1668892074.658047,27739,100.0
1668892076.9435813,27825,96.875
1668892078.0182505,27916,98.4375
1668892078.0418565,27918,98.4375
1668892078.424713,27950,98.4375
1668892078.6525118,27968,98.4375
1668892084.6277187,28251,95.3125
1668892084.935472,28277,100.0
1668892085.455442,28321,92.1875
1668892087.4035041,28376,100.0
1668892088.1357865,28438,96.875
1668892088.2892187,28451,98.4375
1668892090.699273,28543,95.3125
1668892091.0419357,28572,100.0
1668892091.5021422,28611,98.4375
1668892092.2685602,28676,96.875
1668892097.416419,28891,93.75
1668892098.3590195,28970,96.875
1668892098.6692421,28996,98.4375
1668892098.9340346,29018,98.4375
1668892099.1623971,29037,98.4375
1668892100.7034137,29057,100.0
1668892100.763159,29062,98.4375
1668892100.9595745,29078,100.0
1668892101.1024172,29090,96.875
1668892101.3216739,29106,96.875
1668892101.6526754,29133,95.3125
1668892102.467878,29201,96.875
1668892104.3531497,29250,95.3125
1668892104.507843,29263,93.75
1668892104.6030254,29271,96.875
1668892105.0567536,29309,100.0
1668892105.742157,29366,85.9375
1668892107.9065642,29438,96.875
1668892108.3013368,29471,100.0
1668892108.385107,29478,98.4375
1668892108.4923418,29487,98.4375
1668892109.0891633,29537,100.0
1668892109.1249049,29540,98.4375
1668892109.3759506,29561,96.875
1668892110.7867854,29573,96.875
1668892111.0123272,29592,96.875
1668892111.2391093,29611,98.4375
1668892114.1642225,29747,98.4375
1668892115.135035,29828,98.4375
1668892115.1469839,29829,100.0
1668892115.5542245,29863,98.4375
1668892115.7812836,29882,98.4375
1668892117.6393318,29928,96.875
1668892118.497931,30000,93.75
1668892118.557244,30005,93.75
1668892118.867248,30031,98.4375
1668892119.4510095,30077,95.3125
1668892119.6295779,30092,98.4375
1668892121.4692621,30137,96.875
1668892121.9106674,30174,95.3125
1668892122.4231687,30217,96.875
1668892122.6615946,30237,96.875
1668892122.733597,30243,98.4375
1668892122.8890707,30256,96.875
1668892124.4924393,30284,98.4375
1668892125.000309,30327,100.0
1668892125.4725604,30367,95.3125
1668892126.2634296,30434,96.875
1668892127.8978748,30459,96.875
1668892127.980826,30466,95.3125
1668892128.0281746,30470,100.0
1668892129.1982512,30569,92.1875
1668892129.2336626,30572,100.0
1668892129.706911,30612,95.3125
1668892131.3906758,30644,100.0
